x,y,z,ley,antes_max,Period,valor,valor_acum
24255,24635,3075,0.52,0,1.0,-7104.75201818182,-109060.42209136368
24255,24635,3085,0.51,0,1.0,-8714.625668181818,-117775.0477595455
24255,24635,3095,0.51,0,1.0,-8714.625668181818,-126489.67342772732
24255,24635,3105,0.5,0,1.0,-10324.499318181814,-136814.17274590913
24255,24635,3115,0.5,0,2.0,-9385.908471074375,-146200.0812169835
24255,24635,3125,0.49,0,2.0,-10849.429971074389,-157049.5111880579
24255,24635,3135,0.49,0,2.0,-10849.429971074389,-167898.9411591323
24255,24635,3145,0.48,0,2.0,-12312.951471074386,-180211.89263020668
24255,24635,3155,0.48,0,2.0,-12312.951471074386,-192524.84410128108
24255,24635,3165,0.52,0,2.0,-6458.865471074381,-198983.70957235547
24255,24635,3175,0.52,0,3.0,-5871.695882794891,-204855.40545515035
24255,24635,3185,0.5,0,3.0,-8532.644064613067,-213388.04951976342
24255,24635,3195,0.55,0,3.0,-1880.2736100676123,-215268.32312983103
24255,24635,3205,0.59,0,3.0,3441.6227535687412,-211826.70037626228
24255,24635,3215,0.59,0,3.0,3441.6227535687412,-208385.07762269353
24255,24635,3225,0.57,0,3.0,780.6745717505643,-207604.40305094296
24255,24635,3235,0.5,0,3.0,-8532.644064613067,-216137.04711555602
24255,24635,3245,0.5,0,4.0,-7756.949149648243,-223893.99626520427
24255,24635,3255,0.48,0,4.0,-10175.992951301145,-234069.98921650543
24255,24635,3265,0.49,0,4.0,-8966.4710504747,-243036.46026698014
24255,24635,3275,0.45,0,4.0,-13804.558653780477,-256841.0189207606
24255,24635,3285,0.46,0,4.0,-12595.036752954033,-269436.0556737146
24255,24635,3295,0.43,0,4.0,-16223.602455433373,-285659.658129148
24255,24635,3305,0.43,0,4.0,-16223.602455433373,-301883.2605845814
24255,24635,3315,0.43,0,5.0,-14748.729504939427,-316631.9900895208
24255,24635,3325,0.4,0,5.0,-18047.42559810246,-334679.41568762326
24255,24635,3335,0.41,0,5.0,-16947.86023371479,-351627.27592133806
24255,24635,3345,0.41,0,5.0,-16947.86023371479,-368575.13615505287
24255,24635,3355,0.41,0,5.0,-16947.86023371479,-385522.9963887677
24255,24635,3365,0.43,0,5.0,-14748.729504939427,-400271.7258937071
24255,24635,3375,0.47,0,5.0,-10350.468047388722,-410622.1939410958
24255,24635,3385,0.47,0,5.0,-10350.468047388722,-420972.6619884845
24255,24635,3395,0.44,0,5.0,-13649.164140551744,-434621.82612903626
24255,24635,3405,0.47,0,5.0,-10350.468047388722,-444972.29417642497
24255,24635,3415,0.42,0,5.0,-15848.29486932711,-460820.5890457521
24255,24645,3025,0.45,0,0.0,-20211.254325,-20211.254325
24255,24645,3035,0.45,0,0.0,-20211.254325,-40422.50865
24255,24645,3045,0.51,0,0.0,-9586.088235,-50008.596885000006
24255,24645,3055,0.56,0,0.0,-731.7831599999955,-50740.380045000005
24255,24645,3065,0.6,0,1.0,5774.237181818192,-44966.14286318181
24255,24645,3075,0.56,0,1.0,-665.257418181814,-45631.400281363625
24255,24645,3085,0.53,0,1.0,-5494.878368181823,-51126.27864954545
24255,24645,3095,0.52,0,1.0,-7104.75201818182,-58231.03066772727
24255,24645,3105,0.52,0,1.0,-7104.75201818182,-65335.782685909086
24255,24645,3115,0.52,0,2.0,-6458.865471074381,-71794.64815698347
24255,24645,3125,0.54,0,2.0,-3531.822471074387,-75326.47062805785
24255,24645,3135,0.52,0,2.0,-6458.865471074381,-81785.33609913224
24255,24645,3145,0.5,0,2.0,-9385.908471074375,-91171.24457020662
24255,24645,3155,0.5,0,2.0,-9385.908471074375,-100557.153041281
24255,24645,3165,0.53,0,2.0,-4995.343971074384,-105552.49701235538
